,text,Song,Album,Text_lenght,Year
260,"
Sometimes you just feel tired, feel weak
When you feel weak, you feel like you just wanna just give up
But you gotta search within you, try and find that inner strength
And just pull that shit out of you, and get that motivation not to give up
And not be a quitter no matter how bad you wanna just fall flat on your face.

Till I collapse I'm spillin' these raps long as you feel 'em
Till the day that I drop you'll never say that I'm not killin' 'em
Cause when I am not, then I'm a stop pinnin' 'em and
I am not hip-hop and I'm just not Eminem
Subliminal thoughts, when I'm a stop sendin'
'em, women are caught in webs, spin 'em and hock venom
Adrenaline shots of penicillin could not

Get the illin' to stop, amoxacillin's just not real enough

The criminal cop killin' hip-hop villiana
Minimal swap to cop millions of Pac listeners
Your comin' with me, feel it or not you're gonna fear it
Like I showed ya the spirit of God lives in us
You hear it a lot lyrics to shock,
Is it a miracle
Or am I just a product of pop fizzin' up?

Fa shizzel my wizzel, this is the plot
Listen up,
You bizzels forgot slizzel does not give a fuck

Till the roof comes off,
Till the lights go out
Till my legs give out
Can't shut my mouth
Till the smoke clears out
And my high burn out
I'm a rip this shit till my bones collapse
Till the roof comes off
Till the lights go out
Till my legs give out

Can't shut my mouth
Till the smoke clears out
Am I high, perhaps?
I'm a rip this shit till my bones collapse

Music is like magic, there's a certain feelin'
You get when you're real, and you spit and people are feelin' ya shit
This is your moment,
And every single minute you get try'n hold on to it
'cause you may never get it again
So while you're in it try to get as much shit as you can
And when your run is over

Just admit when it's at it's end
'Cause I'm at the end of my wits with half the shit gets in
I got a list
Here's the order of my list that it's in -
It goes Reggie, Jay-Z, Tupac...

Where my thugs at
Huh, increase the doses, bustin whoever closest
Thug livin, hell or prison, never losin my focus
I'm makin money moves manditory
In a discussion my past records tell a story
Picture niggaz we rushin and still bustin
Til the cops come runnin, duck in abandoned buildings
Ditchin my gun, homeboy the motherfuckin villain
I live the lifestyles of drug dealers, but now legit list
So I laugh til I cry, when the law come get me
No baby momma drama, nigga miss me, why plant seeds
In a dirty bitch, waitin to trick me, not the life for me
Livin carefree, til I'm buried - and if they dare me
I'm bustin on niggaz until they scurry, I'm clearly
A man of military means in my artillery
Watchin over me through every murder scene
From adolescence, to my early teens, thought we was gonna die
Sellin dope to all the fiends, at times I wanna cry
And still, we try to change the past, in vain
Never knowin if this game'll last, feelin ashamed

Of cocaine, the product of the devil, am I sellin my soul?
Got tired of small time livin, niggaz tellin me no
I got MINE, FUCK THEM OTHER SUCKERS, that's the mentality
Jealous-ass bustaz
I know you niggas been waiting for this shit for a long time
Well here it is nigga here it is

No insanity plea for me, I ride the beef til I burn
Sensimilla bar your kids from the lessons I learned
And in turn I'm hostile guess you could call me anti-social
Niggaz shakin like they caught the holy ghost when I approach em
Try to politic, before I smoke em, like Sun Zu
Niggaz do unto these snitches, before it's done to you
And if the cops come arrest me in the evening
Best believe they comin for my dogs in the mornin

And if I die by a slug, the death of a true thug
Tell me will my niggaz mourn me? Gettin blowed out
High, watch me murder the bird, before he testify
Strikes, walkin close to my third, I live a trouble life
And if you dream be a part of my team
From Long Beach to Queens, drug dealers to ex-fiends
Keep yo' eyes on the prize, nigga watch for bustaz

Soon as a starts I eat at an MCs heart, what is he thinkin'
About to go against me?, smart
And it's absurd how people hang on every word
I'll probably never get the props I feel I ever deserve
But I'll never be served, my
Spot is forever reserved
If I ever leave Earth
That would be the death of me first
'cause in my heart of hearts I know nothin' could
Ever be worse that's why I'm
Clever when I put together every
My thoughts are sporadic, I act like
I'm an addict
I rap like I'm addicted to smack,
Like I'm Kim Mathers

But I don't wanna go forth and back in constant battles
The fact is I would rather sit back and bomb some rappers
So this is like a full blown attack I'm launchin'
At them, the track is on some
Battlin' rap who wants some static
'Cause I don't really think that the fact that
I'm Slim matters
A plaque and platinum status is wack if I'm not the baddest

Until the roof, (Until the roof)
The roof comes off (The roof comes off)
Until my legs, (Until my legs)
Give out from underneath me,
I, I will not fall,
I will stand tall
Feels like no one can
Beat me</p>
]",till i collapse scenario,Eminem &amp; Friendz - The Dirtiest Dozen (disc 1),5078,
261,"
Now this shit's about to kick off, this party looks wack
Let's take it back to straight hip-hop and start it from scratch
I'm 'bout to bloody this track up, everybody get back
That's why my pen needs a pad cause my rhymes on the ra-hag
Just like I did with addiction I'm 'bout to kick it
Like a magician, critics I turn to crickets
Got 'em still on the fence ready to pick it
But quick get impaled when I tell 'em stick it
So sick I'm looking pale, well that's my pigment
'bout to go ham, ya bish, shout out to Kendrick
Let's bring it back to that vintage Slim, bitch!
The art of the MCing mixed with da Vinci and MC Ren
And I don't mean Stimpy's friend, bitch
Been public enemy since you thought PE was gym, bitch

Take your shoes off, let your hair down and (go berserk), all night long
Grow your beard out, just weird out and (go berserk), all night long

We're gonna rock this house until we knock it down
So turn the volume loud, cause it's mayhem 'til the a.m.
So baby make just like K-Fed and let yourself go, let yourself go
Say fuck it before we kick the bucket
Life's too short to not go for broke
So (everybody, everybody)] (go berserk)

Guess it's just the way that I'm dressed, ain't it?
Khakis pressed, Nike shoes crispy and fresh laced
So I guess it ain't
That aftershave or cologne that made them just faint
Plus I just showed up with a coat fresher than wet paint
So if love is a chess game, check mate
But girl your body's banging, jump me in, bang -- bang, bang
Yessiree Bob I was thinking the same thing
So come get on this kids rock, baw wit da baw, bang bang
P-p-p-pow pow chicka wow wow
Catch a cab, I wanna go down, br-bow-bow
Slow it down, throw in the towel, t-t-towel towel
Dumb it down, I don't know how, how, how, how
At least I know that I don't know
Question is are you bozos smart enough to feel stupid
Hope so, now ho...

Take your shoes off, let your hair down and (go berserk), all night long
Grow your beard out, just weird out and (go berserk), all night long

We're gonna rock this house until we knock it down
So turn the volume loud, cause it's mayhem 'til the a.m.
So crank the bass up like crazy; let yourself go, let yourself go
Say fuck it before we kick the bucket
Life's too short to not go for broke
So (everybody, everybody)] (go berserk)

They say that love is powerful as cough syrup and Styrofoam
All I know is I fell asleep and woke up in that Monte Carlo
With the ugly Kardashian
Lamar, oh sorry yo, we done both set the bar low
Bars hard, drugs hard thought that's the past
But I done did enough codeine to knock Future into tomorrow
And girl I ain't got no money to borrow
But I am tryin' to find a way to get you alone, car note!
Oh, Marshall Mathers shouldn't everybody know
Get the bar soap lathered, came ghost and called Arthur's Cargo's
Girl you're fixin' to get your heart broke, don't be absurd man
You bird brained baby I ain't called anybody baby since Birdman
Unless you're a swallow
Word, w-word man you heard, but don't be discouraged girl
This is your jam, unless you got toe jam

Take your shoes off, let your hair down and (go berserk), all night long
Grow your beard out, just weird out and (go berserk), all night long

We're gonna rock this house until we knock it down
So turn the volume loud, cause it's mayhem 'til the a.m.
So baby make just like K-Fed and let yourself go, let yourself go
Say fuck it before we kick the bucket
Life's too short to not go for broke
So (everybody, everybody)] (go berserk)

We're gonna rock this house until we knock it down
So turn the volume loud, cause it's mayhem 'til the a.m.
So crank the bass up like crazy; let yourself go, let yourself go
Say fuck it before we kick the bucket
Life's too short to not go for broke
So (everybody, everybody)] (go berserk)</p>
]",berzerk dj shocker remix,"Xtreme Cardio Mix, Vol. 15 (60 Min Non-Stop Workout Mix) [140-150 BPM]",3778,
262,"
Yo, if you could just, for one minute
Or one split second in time, forget everything
Everything that bothers you, all your problems
Everything, and follow me

If I was frozen inside of a moment
If I could capture time inside a capsule
An hourglass full of sand in the palm of my hand, it passes through it
If I can grasp it, and just control what happens to it
Then I can trap it, so no more time elapses through it
If raps could do it, maybe I could tap into it
Then I could try to channel it through Cadillacs and Buicks
To transmit through 'em, to make you put your ass into it
And that's when you hit the roof because you can't sit through it
Your passions too much for you to not be dancing to it
And as you do it, your movements become fast and fluent
You're mashin' to it, moshing until you're black and bluish
You're acting foolish, this music it has influenced you to be rowdy but in an orderly fashion
True it's chaotic, but it's got your body moving as a unit
Uniting together tonight, so make it last and you better just

Lose yourself in this music
This moment we own it, we won't never let it go (Go)
You better move yourself cause tomorrow's ass can wait
There is no time, to sit there and procrastinate (you better)
Lose yourself in this music
This moment we own it, we won't never let it go (Go)
You better move yourself cause tomorrow's ass can wait
There is no time, to sit there and procrastinate (you better)

Cause when we descend together, we begin to move as one
In perfect unison just like the moon and sun
Illuminate the room and humans soon become aluminum
Rhythmically in sync, if you'll excuse the pun
But if you could lose it once, I mean if you could let shit go
Relax, take a breath, and just let it exit slow
To rest your soul, you could leave the rest to me
If I could give the world a hit of ecstasy
To make 'em feel the feeling that I'm feeling right this minute
Cause I feel like the night won't end til I get finished
So close the shades, makin' sure no light gets in it
The sky's the limit tonight because the night's infinite
A high percentage of black people and white mixed in it
But no one really gives a fuck cause they just like what's spinnin'
His life was spinnin', the whole entire night just spinnin'
Like life's beginning, so come out from inside your skin and quit hidin' in it

Lose yourself in this music
This moment we own it, we won't never let it go (Go)
You better move yourself cause tomorrow's ass can wait
There is no time, to sit there and procrastinate (you better)
Lose yourself in this music
This moment we own it, we won't never let it go (Go)
You better move yourself cause tomorrow's ass can wait
There is no time, to sit there and procrastinate (you better)</p>
]",lose yourself original demo version,SHADYXV,2732,
263,"
This is a public service announcement brought to you in part by Slim Shady
The views and events expressed here are totally fucked
And are not necessarily the views of anyone
However, the events and suggestions that appear on this album
Are not to be taken lightly
Children should not partake in the listening in this album
With laces in their shoes
Slim Shady is not responsible for your actions
Upon purchasing this album, you have agreed not to try this at home

An-anything else?

Yeah, don't do drugs</p>
]",public service announcment,The Slim Shady LP,511,
264,"
Whatever

Dre, just let it run
Hey yo turn the beat up a little bit
Hey yo... this song is for anyone... fuck it
...

Just shut up and listen, Hey yo

Hey yo.
I sit back with this pack of Zig Zags and this bag
Of this weed it gives me the shit needed to be
The most meanest MC on this ... on this earth
And since birth I've been cursed with this curse to just curse
And just blurt this berserk and bizarre shit that works
And it sells and it helps in itself to relieve
All this tension dispensin' these sentences gettin' this stress
that's been eatin' me recently off of this chest
And I rest again peacefully (peacefully...)
But at least have the decency in you
...
To leave me alone, when you freaks see me out
In the streets when I'm eatin' or feedin' my daughter
To not come and speak to me (speak to me...) I don't know you
And no, I don't owe you a mo-therfuck-in thing
I'm not Mr. N*Sync, I'm not what your friends think
I'm not Mr. Friendly, I can be a prick
If you tempt me my tank is on empty (is on empty...)
No patience is in me and if you offend me
I'm liftin' you 10 feet (10 feet...) in the air
I don't care who was there and who saw me destroy you

Go call you a lawyer, file you a lawsuit
I'll smile in the courtroom and buy you a wardrobe

I'm tired of arguin' (of arguin'...)
I don't mean to be mean, but that's all I can be, it's just me
And I am, whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news everyday I am

Radio won't even play my jam
Cause I am, whatever you say I am
If I wasn't, then why would I say I am?

In the paper, the news everyday I am
I don't know, it's just the way I am
Sometimes I just feel like my father, I hate to be bothered
With all of this nonsense, it's constant
And, ""Oh, it's his lyrical content -
That song 'Guilty Conscience' has gotten such rotten responses""
And all of this controversy circles me
And it seems like the media immediately
Points a finger at me (finger at me...)
So I point one back at 'em, but not the index or pinky
Or the ring or the thumb, it's the one you put up
When you don't give a fuck, when you won't just put up
With the bullshit they pull, cause they full of shit too
When a dude's gettin bullied and shoots up his school
And they blame it on Marilyn (on Marilyn...) and the heroin
Where were the parents at? And look where it's at

Middle America, now it's a tragedy
Now it's so sad to see, an upper class city
Havin this happenin (this happenin...)
Then attack Eminem cause I rap this way (rap this way...)

But I'm glad cause they feed me the fuel that I need for the fire
To burn and it's burnin and I have returned
And I am, whatever you say I am

If I wasn't, then why would I say I am?
In the paper, the news everyday I am
Radio won't even play my jam
Cause I am, whatever you say I am
If I wasn't, then why would I say I am?

In the paper, the news everyday I am
I don't know, it's just the way I am
I'm so sick and tired of bein admired
That I wish, that I would just die or get fired
And dropped from my label and stop with the fables
I'm not gonna be able to top on 'My Name Is'
And pigeon-holed into some poppy sensation
To cop me rotation at rock'n'roll stations
And I just do not got the patience (got the patience...)
To deal with these cocky caucasians
who think, I'm some wigger who just tries to be black, cause I talk with an accent
And grab on my balls, so they always keep askin
The same fuckin questions (fuckin questions...)
What school did I go to, what hood I grew up in

The why, the who, what, when, the where, and the how
'Til I'm grabbin my hair and I'm tearin it out (ahhh)
Cause they drivin me crazy (me crazy...) I can't take it
I'm racin, I'm pacin, I stand and I sit
And I'm thankful for every fan that I get
But I can't take a shit, in the bathroom without someone standin by it

No, I won't sign your autograph
You can call me an asshole, I'm glad
Cause I am, whatever you say I am
If I wasn't, then why would I say I am?
...
In the paper, the news everyday I am
Radio won't even play my jam
Cause I am, whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news everyday I am
I don't know, it's just the way I am</p>
]",the way i am instrumental,The Marshall Mathers LP - Tour Edition (International Version),4198,
265,"
My tea's gone cold I'm wondering why I..
got out of bed at all
The morning rain clouds up my window..
and I can't see at all
And even if I could it'd all be gray,
but your picture on my wall
It reminds me, that it's not so bad,
it's not so bad..

My tea's gone cold I'm wondering why I..
got out of bed at all
The morning rain clouds up my window..
and I can't see at all
And even if I could it'd all be gray,
but your picture on my wall
It reminds me, that it's not so bad,
it's not so bad..

Dear Slim, I wrote but you still ain't callin
I left my cell, my pager, and my home phone at the bottom
I sent two letters back in autumn, you must not-a got 'em
There probably was a problem at the post office or something
Sometimes I scribble addresses too sloppy when I jot 'em
but anyways; f*** it, what's been up? Man how's your daughter?
My girlfriend's pregnant too, I'm bout to be a father
If I have a daughter, guess what I'ma call her?
I'ma name her Bonnie
I read about your Uncle Ronnie too I'm sorry
I had a friend killed] himself over some b**** who didn't want him
I know you probably hear this everyday, but I'm your biggest fan
I even got the underground s*** that you did with Skam
I got a room full of your posters and your pictures man
I like the s*** you did with Ruckus too, that s*** was phat
Anyways, I hope you get this man, hit me back,
just to chat, truly yours, your biggest fan
This is Stan

My tea's gone cold I'm wondering why I..
got out of bed at all
The morning rain clouds up my window..
and I can't see at all
And even if I could it'd all be gray,
but your picture on my wall
It reminds me, that it's not so bad,
it's not so bad..

Dear Slim, you still ain't called or wrote, I hope you have a chance
I ain't mad - I just think it's f***ed up you don't answer fans
If you didn't wanna talk to me outside your concert
you didn't have to, but you coulda signed an autograph for Matthew
That's my little brother man, he's only six years old
We waited in the blistering cold for you,
four hours and you just said, ""No.""
That's pretty sh**ty man - you're like his f**kin' idol
He wants to be just like you man, he likes you more than I do
I ain't that mad, thoiugh, i just don't like bein lied to
Remeber when we met in Denver, you said if I write to you you would write back
See, i'm just like you in way
I never knew my father neither, he used to always cheat on my mom and beat her
I can relate to what you're sayin' in your songs
So when i have a sh**ty day, i drift away and put em on
Cuz i ain't really got s**t else so that s**t helps when i'm depressed
I even got a tattoo with your name across the chest
Sometimes I even cut] myself to see how much it bleeds
It's like adrenaline, the pain is such a sudden rush for me
See everything you say is real, and I respect you 'cuz you tell it
My girlfriend's jealous cause I talk about you 24/7
But she don't know you like I know you Slim, no one does
She don't know what it was like for people like us growin up
You gotta call me man, I'll be the biggest fan you'll ever lose
Sincerely yours, Stan -- P.S.
We should be together too

My tea's gone cold I'm wondering why I..
got out of bed at all
The morning rain clouds up my window..
and I can't see at all
And even if I could it'd all be gray,
but your picture on my wall
It reminds me, that it's not so bad,
it's not so bad..

Dear Mister-I'm-Too-Good-To-Call-Or-Write-My-Fans,
this'll be the last package I ever send your ass
It's been six months and still no word - I don't deserve it?
I know you got my last two letters;
I wrote the addresses on 'em perfect
So this is my cassette I'm sending you, I hope you hear it
I'm in the car right now, I'm doing 90 on the freeway
Hey, Slim, I drank a fifth of vodka], dare me to drive?
You know the song by Phil Collins ""In the Air Tonight""
About that guy, who coulda saved that other guy from drownin,
But didn't then Phil saw it all then at that show he found him
That's kinda how this is, you coulda rescued me from drownin
No it's too late, I'm on a thousand downers now, i'm drowsy
And all i wanted, was a lousy letter or a call
I hope you know i ripped all of your pictures of the wall
I love you Slim, we coulda been together, think about it
You ruined it now, I hope you can't sleep and you dream about it
And when you dream I hope you can't sleep and you scream about it
I hope your conscience eats at you and you can't breathe without me
See Slim; shut up b****! I'm trying to talk!
Hey Slim, that's my girlfriend 
but I didn't, I just tied her up], see I ain't like you
cause if she she'll suffer more, and then she'll die], too
Well, gotta go, I'm almost at the bridge now
Oh s**t, I forgot, how am I supposed to send this s**t out?

Dear Stan, I meant to write you sooner but I just been busy
You said your girlfriend's pregnant now, how far along is she?
Look, I'm really flattered you would call your daughter that
and here's an autograph for your brother,
I wrote it on the Starter cap
I'm sorry I didn't see you at the show, I musta missed you
Don't think I did that s**t intentionally just to diss you
And what's this s**t you said about you like to cut] your wrists too?
I say that shit] just clowning dog,
c'mon - how f**ked up is you?
You got some issues Stan, I think you need some counselling
to help your ass from bouncing off the walls when you get down some
And what's this s**t about us meant to be together?
That type of s**t'll make me not want us to meet each other
I really think you and your girlfriend need each other
or maybe you just need to treat her better
I hope you get to read this letter, I just hope it reaches you in time
before you hurt yourself, I think that you'll be doin just fine
if you relax a little, I'm glad I inspire you but Stan
why are you so mad? Try to understand, that I do want you as a fan
I just don't want you to do some crazy shit]
I seen this one s**t on the news a couple weeks ago that made me sick
Some dude was drunk and drove his car over a bridge
and had his girlfriend in the trunk], and she was pregnant with his kid
and in the car they found a tape, but they didn't say who it was to
Come to think about, his name was.. it was you
Damn!</p>
]",stan instrumental,Stan,6190,
266,"
…Man, whatever
Dre, just let it run
Ayo, turn the beat up a little bit
Ayo, this song is for anyone…
Fuck it, just shut up and listen, ayo

I sit back with this pack of Zig-Zags and this bag
Of this weed, it gives me the shit needed to be
The most meanest MC on this on this Earth
And since birth I've been cursed with this curse to just curse
And just blurt this berserk and bizarre shit that works
And it sells and it helps in itself to relieve all this tension
Dispensing these sentences, getting this stress
That's been eating me recently off of this chest
And I rest again peacefully
But at least have the decency in you
To leave me alone, when you freaks see me out
In the streets when I'm eating or feeding my daughter
To not come and speak to me
I don't know you, and no, I don't owe you a mothafuckin' thing
I'm not Mr. N'Sync, I'm not what your friends think
I'm not Mr. Friendly, I can be a prick if you tempt me
My tank is on empty, no patience is in me
And if you offend me, I'm lifting you ten feet in the air
I don't care who was there and who saw me just jaw you
Go call you a lawyer, file you a lawsuit
I'll smile in the courtroom and buy you a wardrobe
I'm tired of all you, I don't mean to be mean
But that's all I can be, it's just me

And I am whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news, every day I am
Radio won't even play my jam
‘Cause I am whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news, every day I am
I don't know, it's just the way I am

Sometimes I just feel like my father
I hate to be bothered with all of this nonsense, it's constant
And, ""Oh, it's his lyrical content, the song 'Guilty Conscience' has gotten such rotten responses""
And all of this controversy circles me
And it seems like the media immediately points a finger at me
So I point one back at 'em, but not the index or pinkie
Or the ring or the thumb, it's the one you put up
When you don't give a fuck, when you won't just put up
With the bullshit they pull, ‘cause they full of shit too
When a dude's getting bullied and shoots up his school
And they blame it on Marilyn and the heroin
Where were the parents at? And look where it's at!
Middle America, now it's a tragedy
Now it's so sad to see, an upper-class city
Havin' this happening
Then attack Eminem ‘cause I rap this way
But I'm glad, ‘cause they feed me the fuel that I need for the fire to burn and it's burning, and I have returned

And I am whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news, every day I am
Radio won't even play my jam
‘Cause I am whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news, every day I am
I don't know, it's just the way I am

I'm so sick and tired of being admired
That I wish that I would just die or get fired
And dropped from my label, let's stop with the fables
I'm not gonna be able to top on ""My Name Is""
And pigeon-holed into some poppy sensation
To cop me rotation at rock-n-roll stations
And I just do not got the patience
To deal with these cocky Caucasians
Who think I'm some wigger who just tries to be black
‘Cause I talk with an accent, and grab on my balls
So they always keep asking the same fucking questions
What school did I go to, what hood I grew up in
The why, the who, what, when, the where and the how
Till I'm grabbing my hair and I'm tearin' it out
‘Cause they driving me crazy, I can't take it
I'm racin', I'm pacin', I stand and I sit
And I'm thankful for every fan that I get
But I can't take a shit in the bathroom
Without someone standing by it
No, I won't sign you an autograph
You can call me an asshole, I'm glad, ‘cause…

And I am whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news, every day I am
Radio won't even play my jam
‘Cause I am whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news, every day I am
I don't know, it's just the way I am

‘Cause I am whatever you say I am...</p>
]",the way i am danny lohner remix,The Marshall Mathers LP,4026,2000.0
267,"
So this is it...
This is what I wished for
Just isn't how I envisioned it
Famed to the point of imprisonment
I just thought the shit'd be different
But something changed
The minute that I got a whiff of it
I started to inhale it
Smell it
Started sniffin' it
And it became my cocaine
I just couldn't quit
I just wanted a little bit
Then it turned me (in) to a monster
I became a hypocrite
Concert after concert

I was raking in the dough
Rolling in green
Had the game hemmed up
Like a sewing machine
But I was losing my freedom
There was no where for me
To not go and be seen
And just go and be me
And there was no in-between
You either loved it or hate it

Every CD critics gave it a 3, then 3
Years later, they'd go back and re-rate it
And call the Slim Shady LP the greatest
The Marshall Mathers was a classic
The Eminem Show was fantastic
But Encore just didn't have the caliber to match it
I guess enough time just ain't passed, yet
A couple more years, that shit'll be ill-matic
And eight years later, I'm still at it
Divorce, re-married
A felon
A father
Sleeping pill addict
And this is real talk
I feel like the Incredible Hulk
My back has been broke, and I can still walk

So be careful what you wish for
'Cause you just might get it
And if you get it then you just might not know
What to do wit' it, 'cause it might just
Come back on you ten-fold

I said

Be careful what you wish for
'Cause you just might get it
And if you get it then you just might not know
What to do wit' it, 'cause it might just
Come back on you ten-fold

I got a letter from a fan, that said
He's been praying for me
Every day and for some reason
It's been weighing on my mind heavy
'Cause I don't read every
Letter I get, but something told me to go ahead and open it, but
Why would someone pray for you when they don't know you?
You didn't pray for me when I was local
And as I lay these vocals
I think of all the shit I had to go through
Just to get to where I'm at
I've already told you at least

A thousand times in these rhymes
I appreciate the prayer, but I've already got
God on my side
And it's been one hell of a ride, hasn't it?
Just watchin' it from an opposite standpoint
Man, boy's got to look
Nuts
And that's the only word I can think of right now
On how
To describe the shit
This is like a vibe you get
Go ahead and bob to it
Just watch what you wish for, 'cause I got the shit

So be careful what you wish for
'Cause you just might get it
And if you get it then you just might not know
What to do wit' it, 'cause it might just
Come back on you ten-fold

I said

Be careful what you wish for
'Cause you just might get it
And if you get it then you just might not know
What to do wit' it, 'cause it might just
Come back on you ten-fold</p>
]",be careful,All Eyes On Me,2740,
268,"
I'm about to lose my mind
You've been gone for so long
I'm running out of time.
I need a doctor
Call me a doctor
I need a doctor, doctor
To bring me back to life.

I told the World one day I would pay it back
Say it on tape, lay it, record it
So that one day I could play it back
But I don't even know if I believe it when I'm saying that
Doubt's start to creep in, everyday is so gray and black
Hope I just need a ray of that
Cause no one see's my vision when I play it for em
They just say it's wack
They don't know what dope is
And I don't know if I was awake or asleep when I wrote this
All I know is you came to me when I was at my lowest
It was you who picked me up, breeding life in me
I owe my life to you
Before the life of me, I don't see why you don't see like I do
But it just dawned on me you lost a son
Demons fighting you, it's dark
Let me turn on the lights and brighten me and enlighten you
I don't think you realize what you mean to me
Not the slightest clue
Cause me and you were like a crew
I was like your sidekick
You gon either wanna fight when I get off this fucking mic
Or you gon hug me

But I'm out of options, there's nothing else I can do cause…

I'm about to lose my mind
You've been gone for so long
I'm running out of time.
I need a doctor
Call me a doctor

I need a doctor, doctor
To bring me back to life.

It hurts when I see you struggle
You come to me with ideas
You say there pieces so I'm puzzled
Cause the shit I hear is crazy
But your either getting lazy or you don't believe in you no more
Seems like your own opinions, not one you can form
Cant make a decision, you keep questioning yourself
Second guessing and it's almost like you're begging for my help
Like I'm your leader
Your supposed to fucking be my mentor
I can endure no more
I demand you remember who you are
It was YOU, who believed in me
When everyone was telling you don't sign me
Everyone at the fucking label, lets tell the truth
You risked your career for me
I know it as well as you
Nobody wanted to fuck with the white boy
Dre, I'm crying in this booth
You saved my life, now maybe its my turn to save yours

But I can never repay you what you did for me is way more
But I ain't giving up faith and you ain't giving up on me
Get up Dre, I'm dying I need you, come back for fuck's sake...

I'm about to lose my mind
You've been gone for so long
I'm running out of time.
I need a doctor
Call me a doctor

I need a doctor, doctor
To bring me back to life.
Bring me back to life.
Bring me back to life.

It literally feels like a lifetime ago
But I still remember the shit like it was just yesterday though
You walked in, yellow jump suit
Whole room, cracked jokes
Once you got inside the booth, told you, like smoke
Went through friends, some of them I put on
But they just left, they said was riding to the death
But where the fuck are they now
Now that I need them I don't see none of 'em
All I see is Slim
Fuck all you fair-weather friends
All I need is him
Fucking backstabbers
When the chips were down you just laughed at us
Now you bout to feel the fucking wrath of aftermath, faggots
You gon see us in our lab jackets and ask us where the fuck we been?

You can kiss my indecisive ass crack maggots and the crackers ass
Little cracker jack beat making wack math
Backwards producers, I'm back bastards
One more CD and then I'm packing up my bags and as I'm leaving
I'll guarantee they scream 'Dre, don't leave us like that man' cause

I'm about to lose my mind
You've been gone for so long
I'm running out of time.
I need a doctor
Call me a doctor
I need a doctor, doctor
To bring me back to life.</p>
]",i need a doctor,Remission,3619,
269,"
Detroit
There is a resilience that rises from somewhere deep within your streets
You can't define it, but you can feel it
You can feel it overflowing from the people who call you home
From people who are always proud to declare, 'I'm from Detroit'
You took our country from it's infancy, into industry
And your name still carries with it the idea of a nation built on steel, muscle and sweat
You became the city that carried the country
The city, like the sport, is built on dreams
People who would drive to you, driven to excel
Who know nothing is accomplished without hardwork, without sacrifice
When you hurt, we hurt
Your streets witness our struggle
Your bricks are our rage through the emptiness of each house shuttered, of each factory closed
We've lived through the ups and the downs
But we remain, Detroit
We can never turn our backs on you Detroit, because we are you
My home
The home of Motown, Cadillac and Joe Louis
Through all this, we cannot be defeated, because we have never been defeated
You've built us, you've moved us, you've shaped us
Sometimes down, but never out
Take strength in us, your people
Stay up Detroit.</p>
]",ode to detroit spoken word,The Man Not the Myth,1143,
